0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,label
100.5,173.0,79.0,26.688012290165037,1.0,10.0,10.0,17173.5,18661.599609375,10854.2001953125,1476.699951171875,370.79998779296875,234.39999389648438,283.20001220703125,193.60000610351562,102.4000015258789,55.29999923706055,47.900001525878906,61.599998474121094,51.5,36.79999923706055,32.400001525878906,26.600000381469727,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120.7,151.0,105.0,13.856767299770896,1.0,10.0,10.0,16355.599609375,4455.2998046875,2706.300048828125,287.3999938964844,193.89999389648438,228.5,244.5,201.1999969482422,176.60000610351562,95.5999984741211,70.30000305175781,50.29999923706055,45.70000076293945,41.400001525878906,35.29999923706055,32.599998474121094,764.8333333333334,0.3726779962499649,-0.03333333333333333,0.0,20.200000000000003,-22.0,26.0,-12.831244990394142,0.0,0.0,0.0,-817.900390625,-14206.2998046875,-8147.900146484375,-1189.2999572753906,-176.89999389648438,-5.899993896484375,-38.70001220703125,7.5999908447265625,74.20000457763672,40.29999923706055,22.400001525878906,-11.299999237060547,-5.799999237060547,4.600002288818359,2.8999977111816406,5.999998092651367,-0.16666666666662877,0.3726779962499649,-0.03333333333333333,0.0,0
181.4,268.0,122.0,59.65433764614272,1.0,10.0,10.0,16024.5,7611.89990234375,2523.0,400.79998779296875,1544.0,768.4000244140625,442.5,236.3000030517578,102.0,181.89999389648438,135.3000030517578,43.79999923706055,43.0,41.20000076293945,42.900001525878906,32.20000076293945,764.8333333333334,0.3726779962499649,0.0,0.0,60.7,117.0,17.0,45.79757034637183,0.0,0.0,0.0,-331.099609375,3156.60009765625,-183.300048828125,113.39999389648438,1350.1000061035156,539.9000244140625,198.0,35.100006103515625,-74.60000610351562,86.29999542236328,65.0,-6.5,-2.700000762939453,-0.20000076293945312,7.600002288818359,-0.3999977111816406,0.0,0.0,0.03333333333333333,0.0,0
219.22222222222223,283.0,105.0,63.3890593044744,1.0,9.0,9.0,14669.4443359375,4114.77783203125,728.6666870117188,1000.6666870117188,589.6666870117188,272.0,377.77777099609375,223.22222900390625,132.88888549804688,99.88888549804688,78.22222137451172,44.11111068725586,35.77777862548828,35.77777862548828,34.22222137451172,23.0,764.6666666666666,0.4714045207910317,-0.03333333333333333,0.0,37.82222222222222,15.0,-17.0,3.7347216583316794,0.0,-1.0,-1.0,-1355.0556640625,-3497.1220703125,-1794.3333129882812,599.86669921875,-954.3333129882812,-496.4000244140625,-64.72222900390625,-13.077774047851562,30.888885498046875,-82.0111083984375,-57.077781677246094,0.3111114501953125,-7.222221374511719,-5.422222137451172,-8.677780151367188,-9.200000762939453,-0.16666666666674246,0.09872652454106678,-0.03333333333333333,0.0,0
142.125,350.0,105.0,80.09281724973845,1.0,8.0,8.0,15981.75,4290.375,619.75,75.75,169.25,225.0,298.875,183.375,64.75,76.125,60.125,39.0,35.125,36.75,30.375,31.875,764.5,0.5,-0.03333333333333333,0.0,-77.09722222222223,67.0,0.0,16.703757945264044,0.0,-1.0,-1.0,1312.3056640625,175.59716796875,-108.91668701171875,-924.9166870117188,-420.41668701171875,-47.0,-78.90277099609375,-39.84722900390625,-68.13888549804688,-23.763885498046875,-18.09722137451172,-5.111110687255859,-0.6527786254882812,0.9722213745117188,-3.8472213745117188,8.875,-0.16666666666662877,0.028595479208968322,0.0,0.0,0
573.0,625.0,105.0,156.0,1.0,10.0,10.0,14618.7998046875,4754.0,782.7000122070312,48.0,69.5,61.599998474121094,57.599998474121094,43.400001525878906,54.599998474121094,46.20000076293945,50.599998474121094,35.400001525878906,32.20000076293945,32.099998474121094,28.299999237060547,23.700000762939453,764.1666666666666,0.3726779962499649,-0.03333333333333333,0.0,430.875,275.0,0.0,75.90718275026155,0.0,2.0,2.0,-1362.9501953125,463.625,162.95001220703125,-27.75,-99.75,-163.4000015258789,-241.2750015258789,-139.9749984741211,-10.150001525878906,-29.924999237060547,-9.525001525878906,-3.5999984741210938,-2.924999237060547,-4.650001525878906,-2.075000762939453,-8.174999237060547,-0.33333333333337123,-0.1273220037500351,0.0,0.0,0
181.2,277.0,105.0,80.22568167363865,1.0,10.0,10.0,17783.599609375,4756.2998046875,794.5999755859375,266.8999938964844,139.10000610351562,196.39999389648438,224.39999389648438,114.0,45.20000076293945,40.0,34.29999923706055,33.0,29.5,24.899999618530273,26.700000762939453,21.600000381469727,764.1666666666666,0.3726779962499649,0.03333333333333333,0.0,-391.8,-348.0,0.0,-75.77431832636135,0.0,0.0,0.0,3164.7998046875,2.2998046875,11.89996337890625,218.89999389648438,69.60000610351562,134.79999542236328,166.79999542236328,70.5999984741211,-9.39999771118164,-6.200000762939453,-16.299999237060547,-2.4000015258789062,-2.700000762939453,-7.19999885559082,-1.5999984741210938,-2.1000003814697266,0.0,0.0,0.06666666666666667,0.0,0
141.2,345.0,105.0,73.94295098249731,1.0,10.0,10.0,14064.2001953125,3760.39990234375,500.0,205.10000610351562,116.19999694824219,126.9000015258789,185.1999969482422,91.9000015258789,61.0,50.900001525878906,63.29999923706055,37.29999923706055,33.20000076293945,34.0,35.29999923706055,33.599998474121094,637.0,284.8754113643366,-25.466666666666665,0.0,-40.0,68.0,0.0,-6.282730691141339,0.0,0.0,0.0,-3719.3994140625,-995.89990234375,-294.5999755859375,-61.79998779296875,-22.900009155273438,-69.49999237060547,-39.19999694824219,-22.099998474121094,15.799999237060547,10.900001525878906,29.0,4.299999237060547,3.700000762939453,9.100000381469727,8.599998474121094,11.999998092651367,-127.16666666666663,284.50273336808664,-25.5,0.0,0
105.0,105.0,105.0,0.0,1.0,10.0,10.0,15767.2001953125,4340.0,258.5,72.0999984741211,62.0,98.0,101.5,73.0,94.30000305175781,62.0,40.400001525878906,31.899999618530273,34.599998474121094,29.600000381469727,35.29999923706055,32.70000076293945,637.6666666666666,285.17402094549607,0.06666666666666667,0.0,-36.19999999999999,-240.0,0.0,-73.94295098249731,0.0,0.0,0.0,1703.0,579.60009765625,-241.5,-133.00000762939453,-54.19999694824219,-28.900001525878906,-83.69999694824219,-18.900001525878906,33.30000305175781,11.099998474121094,-22.89999771118164,-5.399999618530273,1.3999977111816406,-4.399999618530273,0.0,-0.8999977111816406,0.6666666666666288,0.2986095811594396,25.53333333333333,0.0,0
105.0,105.0,105.0,0.0,1.0,10.0,10.0,14265.400390625,4686.2998046875,1307.300048828125,109.5,37.599998474121094,41.5,53.29999923706055,50.79999923706055,55.79999923706055,64.69999694824219,50.599998474121094,28.5,28.799999237060547,28.0,30.399999618530273,30.899999618530273,638.1666666666666,285.3970431210215,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1501.7998046875,346.2998046875,1048.800048828125,37.400001525878906,-24.400001525878906,-56.5,-48.20000076293945,-22.200000762939453,-38.500003814697266,2.6999969482421875,10.199996948242188,-3.3999996185302734,-5.799999237060547,-1.6000003814697266,-4.899999618530273,-1.8000011444091797,0.5,0.22302217552544334,-0.03333333333333333,0.0,0
